181
11/12/2019 18:17:30,2,DCI World Class,Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence",Yes,"I'm much more willing to push through adversity and work to my end goals. I know what I've been through and I find myself saying ""I did drum corps, I can do this"" often. "
11/12/2019 18:34:22,3,DCI World Class,Yes,Yes,"School, Work, Friendships/Relationships, Confidence",Yes,I have a better view of how to deal with hard situations and am better at navigating challenges in my life.
11/12/2019 19:33:21,3,DCI Open Class,Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence, Anxiety control",Yes,I know how to work efficiently even if I dont want to keep working. I know how to adapt to change quicker. Without drum corps I wouldn't be who I am today.
11/12/2019 19:55:09,2,DCI Open Class,Yes,Yes,Confidence,Yes,"It has definitely made me a much better of a person. I have a better attitude, work ethic, and overall confidence. "
11/12/2019 20:27:10,4,DCI Open Class,Yes,Yes,"School, Friendships/Relationships, Work Ethic, Confidence",Yes,
11/12/2019 20:37:09,1,DCI World Class,Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence, Indoor percussion",Yes,"It made not be complacent with thugs I disagree with, being more vocal and confident in my opinions. It made me have a better practice regime and be satisfied with the simple things. Has helped my time management and wake up times. "
11/12/2019 20:53:35,1,DCI World Class,Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence",Yes,It has made myself more disciplined in everything I do. It taught me that family isn't just blood and sometimes the closest friendships can be made in such little time.
11/12/2019 23:20:34,1,DCI World Class,Yes,Yes,"School, Friendships/Relationships, Work Ethic, Confidence",Yes,"It has taught me that if adversity doesn’t destroy you, it will make your mind stronger. You must not endure adversity if it will destroy you."
11/13/2019 0:41:31,2,"DCI Open Class, DCI World Class",Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence, no cap its all of these things, im not just clicking everything, i know it looks sus just wanted to clear that up ",Yes,"most notably, drum corps made me better at taking criticism more constructive rather than personally. this makes applying the critiques that i get much easier, whether it be in life or in band  "
11/13/2019 2:27:50,2,DCA A Class,Yes,Yes,"Friendships/Relationships, Work Ethic, Confidence",Yes,Drum Corps has allowed me to continue to keep pushing through difficult situations.  It has given me a mentally to always strive for a better outcome and to become the best possible version of myself.
11/13/2019 4:13:07,1,DCI Open Class,No,Yes,Work Ethic,Yes,"Because I’ve only marched one year, it hasn’t done much, but it did teach me what true work ethic is. Just grinding everyday, no stopping, getting better every time has transpired to my everyday school work and helped a ton!"
11/13/2019 5:52:19,1,DCI World Class,Yes,Yes,"Friendships/Relationships, Confidence",Yes,"Learn to appreciate the little things, never take anything for granted "
11/13/2019 6:02:01,3,DCI Open Class,Yes,Yes,"Friendships/Relationships, Work Ethic, Confidence",Yes,"Drum corps has the power to change someone’s mentality, not only in how they work, but also in how they see this activity and the band community as a whole. For me, I made so many great friends and I learned how to work hard, but now I am disappointed in where this activity is heading and I also feel incredibly burnt out. "
11/13/2019 6:41:21,2,"DCI Open Class, DCI World Class",Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence, Daily tasks ",Yes,I have a confidence and independence I didn’t have before and the skills to work through adversity. I have not only become physically healthier but also mentally.
11/13/2019 7:08:34,4,DCI Open Class,Yes,Yes,"Friendships/Relationships, Confidence",Yes,Completely changed my life for the better. I probably wouldn't be alive today if it weren't for drum corps.
11/13/2019 7:43:43,2,DCI World Class,Yes,Yes,Work Ethic,Yes,"My work ethic is stronger than before and I don’t break easily under difficult circumstances and situations. I’m good at “rolling with the punches,” and I’m accustomed to working hard."
11/13/2019 10:12:50,2,DCI Open Class,Yes,Yes,Friendships/Relationships,Yes,"As a high school student and a 14 year old during the time of my first season, drum corps taught me maturity I would have never gained as early as I had otherwise. Drum corps also helped me form relationships with people of all age groups but also caused me to lose a bunch of friends due to my change in interest and perspective on friends. "
11/13/2019 20:25:39,1,DCI World Class,Yes,Yes,"Work, Work Ethic",Yes,"Drum Corps has made me much more adaptable, persevering, and outgoing (in a good way). It is both the most difficult and most meaningful activity I have ever done."
11/13/2019 21:14:29,3,DCI World Class,Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence",Yes,
11/13/2019 21:22:17,2,"DCI Open Class, DCA Open Class",Yes,Yes,"School, Friendships/Relationships, Work Ethic, Confidence",Yes,I have become a lot more social and am able to be in social situations and interact with people that 2 years ago I would not have been able to be in/ function well in
11/14/2019 6:35:42,2,DCA Open Class,Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence",Yes,Drum corps has made me more confident in myself and my musicianship. It has also showed me what it means to work hard and to consistently do it.
11/14/2019 13:29:14,1,DCI World Class,Yes,Yes,"School, Friendships/Relationships, Confidence",Yes,"Drum corps allowed me to appreciate every moment of life and take things a little easier. However, I've also gotten better at sleeping later which causes me to procrastinate"
11/14/2019 21:59:59,2,"DCI Open Class, DCI World Class",Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence",Yes,I don't have 6000 dollars I once had.
11/14/2019 23:18:58,1,DCI Open Class,Yes,Yes,"Friendships/Relationships, Confidence",Yes,I feel as if it opened me up as a person. It opened me up socially and emotionally. I have more friends and I get to be part of a huge family and community. It's amazing.
11/15/2019 11:51:53,5,"DCI Open Class, DCI World Class",Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence",Yes,"Drum Corps instills a sense of dependance on those close to you, building better relationships, and causes people to have to work harder in general due to the high intensity of the activity "
11/15/2019 15:57:30,2,DCI Open Class,Yes,Yes,"Friendships/Relationships, Work Ethic, Confidence",Yes,Drum corp made me a stronger person emotionally and physically. I am able to do things I never thought I would be able to do because of my seasons. I have a huge appreciation for the marching arts and love DCI and marching band because of my experiences.
11/15/2019 21:46:25,1,DCI World Class,No,Yes,"Friendships/Relationships, Work Ethic, Confidence",Yes,"I now look forward to the process, rather than pushing through the grind."
11/16/2019 11:04:57,1,DCI Open Class,Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic",Yes,I have been able to work with others much easier and I am able to push myself more than I ever could before
11/17/2019 4:59:56,3,DCI World Class,Yes,Yes,"School, Friendships/Relationships, Work Ethic, Confidence",,"I have the drive to stick with things, to a fault almost. Additionally, I preach positivity more often now."
11/19/2019 13:57:10,1,DCI World Class,Yes,Yes,Work Ethic,Yes,"Drum corps taught me how to adapt, and how hard I can work towards my goals if I am committed to it. "
11/19/2019 14:01:32,1,DCI World Class,Yes,Yes,"Friendships/Relationships, Confidence",Yes,I’ve learned how to create stronger bonds with other people and how to step outside of my comfort zone. I have a new outlook that all of the hard work I do is worth it in the end.
11/19/2019 14:02:11,1,DCI Open Class,Yes,Yes,"School, Friendships/Relationships, Work Ethic",Yes,Made me a better performer and individual
11/19/2019 14:27:43,3,"DCI Open Class, DCI World Class",Yes,Yes,"School, Work, Friendships/Relationships, Work Ethic, Confidence",Yes,It has created ever lasting relationship and bonds with people around me. Giving me an unique outlook on friendships. It has given me work opportunities.
11/19/2019 14:35:45,1,DCI World Class,Yes,Yes,"School, Sleep",Yes,I’m just tired all the time now
